,ID,building_age,heat_type,heat_cost,heat_temp,building_renov,income_detailed,income,heat_type_dummy
0,1069,5,1,1155,21,1,5,2,1
1,1070,5,1,2500,19,1,11,4,1
2,1073,3,4,50,20,2,1,2,0
3,1075,4,4,1500,19,1,7,3,0
4,1077,4,5,400,20,1,4,1,0
5,1078,3,1,800,23,1,5,3,1
6,1082,4,10,900,18,2,12,4,0
7,1083,4,4,1400,22,1,10,5,0
8,1084,2,4,3500,22,2,6,3,0
9,1086,3,7,660,21,3,10,5,0
10,1087,2,1,1000,21,3,4,2,1
11,1088,3,1,1200,0,2,3,2,1
12,1090,3,7,600,21,1,6,4,0
13,1091,6,1,500,0,2,5,3,1
14,1094,8,1,1808,19,2,10,5,1
15,1095,6,4,3000,19,2,11,4,0
16,1096,3,1,900,20,1,10,5,1
17,1097,2,1,1056,23,1,5,3,1
18,1103,2,4,2200,21,1,10,5,0
19,1104,3,7,321,0,3,4,2,0
20,1106,2,99,500,20,1,12,5,99
21,1109,4,4,1000,21,2,11,5,0
22,1110,4,7,905,23,1,6,3,0
23,1112,6,6,1100,0,1,13,5,0
24,1113,4,99,1000,20,2,5,2,99
25,1114,5,4,2401,22,1,7,3,0
26,1118,4,4,1500,25,2,12,5,0
27,1126,4,99,1000,0,3,5,2,99
28,1130,2,1,1650,22,1,6,3,1
29,1131,2,4,2500,22,1,1,2,0
30,1136,3,7,680,20,1,4,2,0
31,1137,1,1,60,22,2,7,3,1
32,1140,4,4,700,20,1,3,1,0
33,1141,4,1,900,20,1,7,3,1
34,1142,4,1,1200,12,2,3,1,1
35,1143,3,8,2000,22,1,5,3,0
36,1146,6,1,590,22,2,9,5,1
37,1148,4,7,0,0,2,5,2,0
38,1155,7,1,600,0,1,9,4,1
39,1156,8,1,1200,0,2,12,5,1
40,1157,1,4,2000,0,3,12,5,0
41,1160,2,1,2100,18,1,4,2,1
42,1161,1,1,900,20,1,3,1,1
43,1163,4,7,500,21,3,4,2,0
44,1165,2,1,1200,0,1,2,3,1
45,1170,2,1,1400,20,2,8,4,1
46,1171,5,1,1000,0,1,5,2,1
47,1172,4,8,1850,20,1,7,5,0
48,1173,3,1,1800,22,1,7,4,1
49,1177,4,8,2000,22,1,10,5,0
50,1179,3,1,8000,23,1,5,3,1
51,1181,6,1,900,21,1,7,3,1
52,1182,4,4,2000,21,2,11,5,0
53,1183,2,6,1300,22,1,10,5,0
54,1184,4,1,400,18,1,5,2,1
55,1185,1,1,120,0,2,3,1,1
56,1186,3,1,1500,22,2,9,3,1
57,1192,6,99,400,23,2,5,3,99
58,1195,3,1,552,20,1,11,5,1
59,1196,5,1,1200,20,2,6,3,1
60,1197,8,1,750,21,2,7,4,1
61,1198,5,99,1000,0,2,13,2,99
62,1199,2,1,1300,21,1,4,2,1
63,1200,1,1,1128,24,2,4,2,1
64,1202,5,1,996,24,1,5,2,1
65,1203,1,1,650,0,3,10,5,1
66,1204,2,1,85,20,2,5,4,1
67,1205,6,7,2000,22,2,7,4,0
68,1206,6,4,1200,21,2,12,5,0
69,1207,5,2,1300,22,2,5,2,0
70,1208,5,4,500,20,2,10,4,0
71,1220,4,1,1794,23,1,6,3,1
72,1221,2,1,500,0,1,6,3,1
73,1222,5,1,2000,21,1,11,5,1
74,1223,3,4,1500,18,1,7,4,0
75,1224,2,4,1000,0,1,5,2,0
76,1226,2,99,350,20,3,7,3,99
77,1228,2,7,300,24,1,10,4,0
78,1230,3,1,760,22,3,4,2,1
79,1231,1,1,2000,0,2,1,2,1
80,1232,4,10,200,19,1,4,1,0
81,1234,4,1,900,20,2,5,5,1
82,1235,3,7,2000,24,1,4,2,0
83,1236,2,1,2341,21,1,5,3,1
84,1238,4,1,2600,20,2,7,4,1
85,1242,3,7,600,20,2,6,3,0
86,1243,4,1,1700,21,1,12,5,1
87,1244,6,8,800,23,2,9,4,0
88,1245,3,9,1000,22,1,9,4,0
89,1246,4,1,48,20,2,13,2,1
90,1247,3,4,1000,25,2,1,1,0
91,1251,4,5,1200,21,2,13,2,0
92,1252,6,1,1100,20,2,12,5,1
93,1255,6,8,400,22,2,10,5,0
94,1256,4,1,1900,21,1,10,5,1
95,1257,4,1,1500,0,2,12,5,1
96,1260,5,3,0,0,1,5,3,0
97,1261,5,4,1300,0,2,4,1,0
98,1262,3,7,960,22,2,12,5,0
99,1263,4,7,600,22,2,9,4,0
100,1270,3,1,320,21,1,6,4,1
101,1275,3,7,2700,23,2,6,3,0
102,1277,1,5,3200,20,1,6,3,0
103,1278,4,1,1400,21,1,5,3,1
104,1279,5,1,1050,20,2,8,4,1
105,1280,3,1,600,20,1,6,3,1
106,1281,3,1,1200,21,1,9,4,1
107,1282,5,1,150,19,1,11,4,1
108,1283,3,1,3000,23,1,1,3,1
109,1284,3,1,900,19,3,13,2,1
110,1285,3,1,1000,0,2,5,2,1
111,1288,3,1,300,19,2,6,3,1
112,1291,4,1,500,22,3,9,4,1
113,1292,4,4,1500,21,2,12,5,0
114,1295,3,7,1000,20,1,4,2,0
115,1296,3,1,1810,21,2,13,5,1
116,1297,3,4,2000,22,1,6,3,0
117,1298,3,1,1000,21,1,6,4,1
118,1300,3,4,1485,23,1,4,1,0
119,1302,2,1,2100,20,1,8,4,1
120,1305,5,1,1000,19,1,12,5,1
121,1308,3,4,1500,23,1,5,2,0
122,1310,8,8,500,22,2,8,5,0
123,1311,4,4,2750,21,2,7,4,0
124,1312,4,4,300,16,1,1,3,0
125,1314,3,7,1500,20,1,6,3,0
126,1315,6,8,600,21,2,10,5,0
127,1320,4,1,100,0,2,5,2,1
128,1321,3,4,4800,0,2,1,4,0
129,1323,2,7,1400,23,1,4,2,0
130,1325,4,4,2100,22,1,5,2,0
131,1327,2,1,1500,22,2,5,2,1
132,1331,3,1,626,21,1,5,2,1
133,1332,3,1,3500,21,2,13,4,1
134,1335,8,6,600,0,2,4,2,0
135,1337,2,1,1300,21,2,5,2,1
136,1339,4,4,1500,21,2,6,3,0
137,1340,4,1,900,0,2,1,3,1
138,1341,3,1,800,22,2,10,5,1
139,1343,3,4,1000,22,1,12,5,0
140,1344,3,4,1200,22,1,5,3,0
141,1345,5,4,1500,20,2,8,5,0
142,1347,4,1,1000,20,2,10,5,1
143,1350,4,1,1720,22,1,5,2,1
144,1351,3,4,1157,20,2,8,4,0
145,1355,3,4,1000,20,1,9,4,0
146,1357,3,1,700,20,1,5,2,1
147,1358,4,1,780,20,1,11,3,1
148,1360,4,1,2800,22,1,12,5,1
149,1361,3,4,800,21,1,4,2,0
150,1365,6,1,2400,20,2,2,4,1
151,1366,2,99,700,21,2,9,5,99
152,1374,8,6,1111111111,21,2,5,3,0
153,1375,1,1,1500,20,2,4,1,1
154,1378,4,4,2500,21,2,4,2,0
155,1379,3,1,196,20,1,12,5,1
156,1380,1,4,750,23,1,12,5,0
157,1382,4,7,1300,21,1,7,4,0
158,1384,3,1,600,0,1,4,2,1
159,1385,3,7,300,20,1,10,5,0
160,1388,5,6,1200,23,1,10,4,0
161,1389,6,8,1000,22,2,13,3,0
162,1390,4,7,500,0,3,9,4,0
163,1391,8,6,1660,23,2,4,2,0
164,1393,4,1,1290,20,2,9,4,1
165,1394,2,1,1250,21,1,3,1,1
166,1402,1,1,4500,23,1,10,5,1
167,1403,3,4,2400,17,2,4,2,0
168,1405,3,1,1447,20,1,12,5,1
169,1407,1,4,1800,20,1,9,4,0
170,1408,3,7,600,21,3,7,3,0
171,1409,3,1,1000,22,2,4,2,1
172,1411,3,7,1000,21,1,5,2,0
173,1413,3,4,1600,20,1,8,4,0
174,1415,4,7,1000,21,2,1,3,0
175,1418,4,1,900,21,2,7,4,1
176,1421,3,1,580,20,1,5,2,1
177,1423,4,99,600,0,3,5,2,99
178,1424,2,5,2500,20,2,1,1,0
179,1426,8,4,1000,20,1,5,2,0
180,1432,5,2,900,0,1,7,3,0
181,1434,4,1,2000,21,1,12,5,1
182,1438,1,1,300,21,1,13,1,1
183,1440,3,1,500,20,2,6,3,1
184,1443,4,7,1050,20,2,10,3,0
185,1447,5,7,0,15,1,12,5,0
186,1450,3,1,1300,20,1,6,3,1
187,1452,4,1,1600,22,1,12,5,1
188,1454,1,5,300,20,3,7,3,0
189,1455,1,1,0,22,2,5,3,1
190,1457,7,1,500,23,2,4,2,1
191,1458,3,4,2500,23,1,4,2,0
192,1460,3,7,403,21,1,4,1,0
193,1461,4,7,1735,22,1,4,2,0
194,1463,3,1,1900,22,3,8,4,1
195,1471,1,1,5000,21,2,2,3,1
196,1474,5,6,5000,0,1,12,5,0
197,1478,3,1,6000,20,1,1,4,1
198,1481,1,1,1500,0,1,6,3,1
199,1484,5,4,2500,23,2,11,5,0
200,1486,2,1,768,20,1,12,5,1
201,1489,3,4,2000,22,2,12,5,0
202,1491,4,1,1200,22,1,12,5,1
203,1496,8,5,200,25,2,12,5,0
204,1498,3,7,700,21,1,4,3,0
205,1499,4,99,500,21,1,5,2,99
206,1501,8,6,1000,22,2,12,5,0
207,1502,3,3,3000,0,1,5,3,0
208,1503,4,7,1200,0,2,7,5,0
209,1504,4,1,600,0,2,13,5,1
210,1505,3,4,3000,22,2,9,4,0
211,1508,6,1,2000,20,2,9,4,1
212,1509,4,4,600,20,2,13,2,0
213,1510,2,3,1800,20,1,4,2,0
214,1513,8,6,391,24,2,10,5,0
215,1515,5,1,1570,0,2,12,5,1
216,1521,4,1,750,20,1,13,3,1
217,1523,1,8,2000,18,1,5,2,0
218,1525,1,1,3500,21,1,9,5,1
219,1526,7,7,2200,21,2,11,5,0
220,1529,3,7,130,20,1,6,3,0
221,1537,3,99,600,15,2,5,2,99
222,1540,3,1,2500,21,1,4,2,1
223,1542,1,1,1500,20,3,6,3,1
224,1552,4,4,3500,22,1,7,4,0
225,1556,3,1,1680,20,1,8,4,1
226,1559,3,7,720,20,1,4,2,0
227,1562,3,7,750,23,3,5,3,0
228,1563,3,1,573,18,1,3,1,1
229,1569,4,4,4000,19,2,12,5,0
230,1571,1,5,800,21,2,6,3,0
231,1573,1,1,700,21,1,13,4,1
232,1576,8,1,400,0,2,12,5,1
233,1584,4,4,800,20,2,6,3,0
234,1586,7,4,900,22,2,11,1,0
235,1588,3,1,450,20,1,4,2,1
236,1595,5,7,1500,19,2,5,2,0
237,1598,4,1,1300,23,1,12,5,1
238,1601,1,1,1020,15,1,4,1,1
239,1605,1,1,1692,21,1,6,3,1
240,1607,3,1,1000,23,1,7,4,1
241,1608,4,8,100,21,2,5,2,0
242,1609,6,1,950,21,2,12,5,1
243,1615,2,1,2500,22,2,6,5,1
244,1616,3,1,500,23,3,7,3,1
245,1619,3,1,2700,19,1,13,2,1
246,1620,4,1,780,21,1,7,4,1
247,1624,2,1,1500,25,2,4,2,1
248,1625,3,2,900,20,2,6,3,0
249,1626,4,2,1400,20,1,7,4,0
250,1627,5,2,800,21,1,8,4,0
251,1631,3,4,1000,19,1,5,2,0
252,1636,5,99,2000,0,2,4,1,99
253,1638,4,1,500,22,3,5,2,1
254,1641,3,7,550,21,2,4,2,0
255,1642,3,4,1000,20,1,7,4,0
256,1654,4,1,1000,20,1,4,2,1
257,1662,2,7,1200,22,1,13,2,0
258,1663,3,1,300,21,2,7,2,1
259,1666,7,10,500,20,2,9,4,0
260,1669,5,1,1200,21,3,6,4,1
261,1670,3,99,1200,22,2,1,2,99
262,1674,3,1,460,21,1,4,2,1
263,1675,4,10,1400,22,1,6,3,0
264,1685,4,1,700,20,1,6,3,1
265,1689,3,4,1000,21,2,10,5,0
266,1737,7,6,500,18,2,11,5,0
267,1751,3,1,1387,21,1,5,2,1
268,1780,2,1,400,0,1,11,5,1
269,1789,8,8,2400,21,2,9,4,0
270,1811,3,10,500,20,1,11,5,0
271,1813,3,4,1800,20,1,6,3,0
272,1816,8,6,500,21,2,10,5,0
273,1858,4,99,600,22,2,5,3,99
274,1868,7,99,2000,0,2,6,3,99
275,1875,8,6,1000,22,2,9,4,0
276,1879,6,6,1300,21,2,9,4,0
277,1881,4,1,1400,20,2,5,3,1
278,1889,1,8,1800,22,1,1,2,0
279,1903,2,7,650,18,1,9,5,0
280,1911,3,1,800,22,1,5,3,1
281,1917,1,1,600,24,1,6,3,1
282,1922,6,3,1000,20,2,12,5,0
283,1950,3,1,2000,22,1,8,4,1
284,1952,4,8,2000,20,1,4,2,0
285,1966,8,4,3500,20,2,6,3,0
286,1986,1,8,2500,0,2,4,3,0
287,1998,8,7,400,0,1,8,4,0
288,2000,5,5,1000,0,2,6,3,0
289,2001,4,1,1400,20,1,6,4,1
290,2005,5,99,1,0,2,8,5,99
291,2017,3,7,500,21,3,11,5,0
292,2019,1,1,700,22,1,4,2,1
293,2032,3,1,600,20,1,5,2,1
294,2035,8,1,1200,20,2,9,4,1
295,2043,3,5,1500,20,2,5,2,0
296,2047,4,1,700,21,2,4,2,1
297,2066,3,7,600,15,1,1,1,0
298,2074,3,4,120,20,1,4,1,0
299,2081,4,7,100,20,1,6,2,0
300,2088,1,1,800,0,2,2,5,1
301,2095,4,8,800,24,1,6,2,0
302,2097,3,1,1800,21,2,12,5,1
303,2108,6,4,2400,0,2,9,4,0
304,2118,3,1,1200,20,1,5,2,1
305,2125,8,7,1200,24,2,12,5,0
306,2130,1,1,1000,20,1,5,2,1
307,2131,3,7,500,19,2,9,4,0
308,2135,4,4,600,19,1,6,3,0
309,2140,4,4,600,22,3,6,3,0
310,2141,7,6,500,21,2,6,3,0
311,2146,5,1,1000,20,1,1,3,1
312,2153,5,1,1041,21,2,7,3,1
313,2157,3,1,1303,22,1,2,1,1
314,2158,5,7,1000,22,1,6,3,0
315,2170,1,4,1900,21,1,10,4,0
316,2175,3,4,2000,22,1,6,3,0
317,2183,3,4,1500,0,1,8,4,0
318,2185,3,1,500,21,1,5,2,1
319,2187,8,99,450,0,2,8,5,99
320,2190,6,10,800,20,2,8,4,0
321,2191,2,1,900,20,1,9,4,1
322,2200,4,1,2500,24,1,7,4,1
323,2211,6,1,900,22,2,10,5,1
324,2212,2,1,2500,22,1,6,4,1
325,2215,1,7,1300,21,3,6,3,0
326,2220,3,7,2000,0,1,10,4,0
327,2221,4,4,800000,0,1,5,2,0
328,2222,4,4,1000,20,2,8,4,0
329,2226,3,1,1800,22,1,6,3,1
330,2227,6,7,400,23,2,4,1,0
331,2236,2,1,1000,20,1,9,4,1
332,2238,1,7,900,21,1,7,3,0
333,2241,4,4,1300,20,2,7,3,0
334,2243,4,1,1300,18,1,3,1,1
335,2248,3,2,800,21,1,5,2,0
336,2252,4,1,1140,21,1,6,3,1
337,2254,3,7,1477,22,1,4,2,0
338,2255,4,7,800,20,3,2,1,0
339,2259,8,1,1450,21,2,6,3,1
340,2263,4,8,600,21,1,2,1,0
341,2265,4,1,600,17,1,9,5,1
342,2266,5,1,500,21,1,4,2,1
343,2279,3,1,450,20,1,1,1,1
344,2280,5,1,2000,22,3,5,3,1
345,2287,3,1,100,0,2,4,2,1
346,2289,3,7,100,24,3,1,1,0
347,2290,4,7,400,0,2,1,1,0
348,2297,4,5,0,0,2,1,2,0
349,2313,4,7,400,20,1,4,1,0
350,2322,4,99,500,25,2,1,2,99
351,2323,3,99,500,24,2,5,2,99
352,2340,2,1,800,23,1,1,1,1
353,2342,3,2,800,19,2,4,2,0
354,2348,4,7,1000,20,1,2,1,0
355,2349,6,1,600,18,2,5,2,1
356,2351,6,2,200,0,1,4,3,0
357,2363,3,1,2500,18,2,9,4,1
358,2369,4,4,300,0,3,10,5,0
359,2381,4,7,300,24,2,5,1,0
360,2382,6,4,1000,24,2,13,1,0
361,2385,4,1,1000,22,2,1,1,1
362,2386,6,99,350,0,2,10,2,99
363,2391,4,1,600,21,3,3,1,1
364,2392,2,99,230,0,2,2,1,99
365,2395,3,99,900,0,3,1,3,99
366,2404,3,7,700,22,3,,1,0
367,2478,4,1,500,20,3,3,2,1
368,2652,3,4,200,0,1,6,3,0
369,2680,7,5,3000,0,2,7,4,0
370,2773,5,99,400,21,2,8,3,99
371,2778,4,1,800,21,1,4,2,1
372,2793,3,8,1200,21,1,5,2,0
373,2833,3,1,2000,19,2,3,1,1
374,3108,3,2,500,21,2,3,2,0
375,3194,3,3,850,20,2,3,1,0
376,3197,2,4,2000,22,2,8,3,0
377,3235,3,99,900,30,3,1,1,99
378,3352,5,4,1000,0,3,2,2,0
379,3408,4,4,230,0,1,3,1,0
380,3412,4,99,3000,0,3,13,3,99
381,3449,4,7,480,19,2,4,1,0
382,3480,3,99,816,16,2,1,2,99
383,3484,1,1,2000,19,3,6,1,1
384,3523,4,5,50,20,2,3,2,0
385,3556,7,99,160,22,2,2,1,99
386,3565,1,8,800,20,1,3,1,0
387,3572,8,1,40,23,2,2,2,1
388,3575,8,99,359,0,2,1,1,99
389,3602,2,1,400,21,2,1,1,1
390,3682,3,7,100,18,1,3,1,0
391,3683,3,99,900,24,2,6,2,99
392,3706,3,99,1600,25,3,3,1,99
393,3737,6,5,0,21,2,1,1,0
394,3738,2,1,108,20,2,5,2,1
395,3739,5,1,300,21,1,5,2,1
396,3754,3,1,345,0,2,5,2,1
397,6471,1,10,550,17,3,4,2,0
398,6473,3,99,600,21,1,11,5,99
399,6474,3,7,1400,22,1,6,5,0
400,6476,8,1,1200,20,2,12,5,1
401,6477,3,1,5000,0,3,2,1,1
402,6479,3,99,0,20,2,5,3,99
403,6482,3,1,500,0,1,3,2,1
404,6483,7,1,3000,22,1,7,3,1
405,6484,3,4,3200,21,1,8,5,0
406,6485,8,6,4000,18,2,10,2,0
407,6489,3,99,600,20,2,9,5,99
408,6492,8,1,500,22,2,5,3,1
409,6497,4,99,200,16,3,10,3,99
410,6499,3,4,600,22,2,8,3,0
411,6500,8,6,200,0,1,8,4,0
412,6501,4,4,2000,0,2,1,2,0
413,6503,5,7,2100,21,2,5,2,0
414,6504,4,99,2000,0,3,13,2,99
415,6508,2,1,1267,22,1,8,2,1
416,6510,3,7,1000,21,3,5,2,0
417,6511,3,7,1200,25,1,6,3,0
418,6515,4,99,100,21,3,2,3,99
419,6517,6,1,0,0,2,8,4,1
420,6520,8,2,450,22,2,5,3,0
421,6521,1,10,2000,21,2,1,1,0
422,6526,3,8,1000,21,1,7,4,0
423,6528,5,99,1000,20,1,9,4,99
424,6529,5,4,990,27,3,9,4,0
425,6531,4,1,1000,0,1,10,4,1
426,6544,6,6,340,0,1,7,3,0
427,6545,8,5,600,23,2,12,4,0
428,6549,3,4,500,21,1,11,5,0
429,6559,3,5,670,24,2,5,2,0
430,6565,5,7,1000,0,3,1,1,0
431,6581,4,1,100,20,3,8,4,1
432,6585,3,7,1200,18,2,5,2,0
433,6589,4,99,500,0,2,1,2,99
434,6606,8,6,500,22,1,10,5,0
435,6607,3,1,77,19,2,7,4,1
436,6610,8,1,0,22,2,7,4,1
437,6612,8,1,1500,20,2,4,2,1
438,6614,4,99,200,22,2,3,1,99
439,6619,2,8,100,0,2,5,2,0
440,6621,7,6,600,22,2,10,4,0
441,6624,2,7,350,18,3,9,4,0
442,6631,3,1,480,21,3,5,2,1
443,6632,5,1,500,21,3,6,3,1
444,6636,4,1,650,20,1,5,3,1
445,6641,3,4,1000,0,2,5,3,0
446,6646,3,1,4000,21,2,6,3,1
447,6653,6,5,103,22,2,4,2,0
448,6657,6,1,800,0,1,10,5,1
449,6659,4,4,3000,0,2,6,3,0
450,6660,5,1,1100,21,2,11,5,1
451,6663,6,99,400,0,3,4,2,99
452,6664,4,7,4500,23,2,7,4,0
453,6665,5,7,500,0,2,10,4,0
454,6668,5,7,600,23,1,6,2,0
455,6671,2,4,650,20,3,13,3,0
456,6674,7,7,720,25,1,5,2,0
457,6677,7,9,2335,0,1,11,4,0
458,6678,5,1,1000,24,2,12,5,1
459,6682,5,1,600,0,2,10,5,1
460,6684,5,1,500,21,2,8,2,1
461,6692,7,1,850,21,2,6,3,1
462,6693,8,7,600,0,1,8,4,0
463,6694,5,99,300,0,3,4,2,99
464,6696,4,1,900,21,1,9,3,1
465,6699,3,7,200,24,3,4,2,0
466,6703,4,4,300,0,2,1,2,0
467,6704,4,1,390,19,2,6,3,1
468,6705,3,99,0,20,3,7,4,99
469,6706,5,7,190,0,3,5,3,0
470,6711,2,99,3000,0,1,6,2,99
471,6716,2,8,1500,15,1,5,3,0
472,6717,8,7,0,0,2,13,3,0
473,6718,4,1,700,0,1,11,5,1
474,6721,3,1,800,22,1,9,2,1
475,6722,3,7,1800,0,1,10,4,0
476,6726,3,4,3500,22,1,13,3,0
477,6728,3,99,300,20,3,6,4,99
478,6729,4,1,650,19,1,5,3,1
479,6732,4,1,1200,21,2,11,5,1
480,6733,2,7,400,20,3,7,4,0
481,6737,8,99,300,20,3,9,4,99
482,6741,4,99,200,20,3,4,2,99
483,6742,8,7,250,24,2,8,4,0
484,6744,3,1,1200,0,3,4,1,1
485,6746,3,99,130,0,2,13,2,99
486,6751,3,4,2000,21,1,1,2,0
487,6754,8,1,1000,0,2,10,4,1
488,6757,3,4,1000,22,1,6,4,0
489,6765,3,7,1200,22,1,2,1,0
490,6768,4,99,200,0,2,10,4,99
491,6775,4,4,800,20,3,6,3,0
492,6777,4,1,999,0,3,13,3,1
493,6783,4,99,400,20,2,6,2,99
494,6791,5,99,500,21,2,8,2,99
495,6797,8,1,200,20,2,8,4,1
496,6806,6,7,400,0,3,7,4,0
497,6814,7,10,800,22,2,8,4,0
498,6820,4,4,1000,22,1,5,3,0
499,6821,1,1,1600,23,2,9,4,1
500,6834,3,4,0,21,1,8,3,0
501,6837,4,1,402,20,3,5,2,1
502,7008,6,1,1000,0,2,13,3,1
503,7028,1,5,200,23,3,11,5,0
504,7047,7,7,1800,22,2,12,5,0
505,7145,5,1,350,0,2,2,2,1
506,7168,1,1,900,26,2,6,3,1
507,7174,6,6,500,0,2,7,4,0
508,7189,3,1,1300,21,1,10,5,1
509,7200,4,99,3000,0,3,7,4,99
510,7231,3,1,1200,23,1,7,3,1
511,7237,5,5,332,26,2,2,1,0
512,7240,8,7,200,0,2,12,5,0
513,7249,3,1,1400,20,3,4,2,1
514,7282,4,1,495,20,2,7,3,1
515,7294,1,1,600,22,3,5,2,1
516,7343,2,99,1800,0,3,5,2,99
517,7376,2,99,1000,25,2,12,4,99
518,7379,4,1,100,0,1,10,5,1
519,7390,7,1,700,24,1,7,3,1
520,7432,3,99,800,20,3,12,5,99
521,7435,8,99,650,19,2,5,3,99
522,7448,4,99,4000,23,3,9,5,99
523,7458,2,4,2472,0,1,6,3,0
524,7461,3,1,200,22,3,5,2,1
525,7542,7,1,300,21,2,8,4,1
526,7558,3,1,550,23,3,8,3,1
